name|numLocations|type|address|website|state|brewery_id
Privatbrauerei Josef Sigl KG|1|Microbrewery-Closed|not listed|not listed|west-virginia|4109
Fire Station 5 Brewing Company|1|MultitapBar|not listed|not listed|west-virginia|4110
Blacksburg Brewing Company|1|Microbrewery-Closed|not listed|not listed|virginia|4111
Mohrenbrauerei August Huber|1|Contract|not listed|not listed|west-virginia|4113
Stiftsbrauerei Schlägl|1|Brewpub|not listed|not listed|new-hampshire|4114
Brauerei Raschhofer|1|ContractBrewery|not listed|not listed|idaho|4117
Privatbrauerei Wurmhöringer|1|BOP-BrewOnPremise-Closed|not listed|not listed|maine|4120
Raggei-Bräu|1|Brewpub|not listed|not listed|iowa|4121
Gasthofbrauerei Heustadl|1|Microbrewery-Closed|not listed|not listed|washington-dc|4123
Bierbrouwerij De Keyzer|1|Microbrewery-Closed|not listed|not listed|north-carolina|4136
Karl Strauss Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|nebraska|4146
Denmark Brewing, LLC|1|BOP-BrewOnPremise|not listed|not listed|texas|4150
Schlossbrauerei Stein Wiskott GmbH & Co. KG|1|Contract|not listed|not listed|colorado|4151
Klosterbrauerei Reutberg|1|MultitapBar|not listed|not listed|michigan|4154
Neumarkter Lammsbräu|1|BOP-BrewOnPremise-Closed|not listed|not listed|pennsylvania|4155
Rother Bräu|1|BOP-BrewOnPremise-Closed|not listed|not listed|washington-dc|4161
Coffaro Beer Company|1|Contract|not listed|not listed|missouri|4172
Grupo Cruzcampo SA|1|Microbrewery|not listed|not listed|minnesota|4173
Galbraith's Alehouse|1|Contract|not listed|not listed|indiana|4174
Mantorville Brewing Company, LLC|1|ContractBrewery-Closed|not listed|not listed|alaska|4194
Ohio Brewing Company|1|Contract|not listed|not listed|colorado|4210
Hops Grillhouse & Brewery|1|Brewpub|not listed|not listed|missouri|4214
Crailsheimer Engelbräu|1|Brewpub-Closed|not listed|not listed|north-dakota|4216
Miyashita Shuzo|1|MultitapBar|not listed|not listed|ohio|4217
Prairie Rock Brewing Company|1|Microbrewery|not listed|not listed|idaho|4231
Blue Cat Brew Pub|1|BOP-BrewOnPremise-Closed|not listed|not listed|arkansas|4237
Brasserie Cornelyshaff á Heinescheid|1|Microbrewery-Closed|not listed|not listed|illinois|4258
Brasserie Salaisons Hotel - BeierHaascht|1|ContractBrewery|not listed|not listed|california|4259
Brasserie D'Ecaussinnes|1|MultitapBar|not listed|not listed|arizona|4260
Brasserie Des Géants|1|Mircobrewery|not listed|not listed|alaska|4261
Brasserie Heineken|1|BOP-BrewOnPremise-Closed|not listed|not listed|new-jersey|4262
The Bag and Kettle|1|RegionalBrewery|not listed|not listed|nebraska|4274
Taylor's Restaurant and Brewery|1|Microbrewery|not listed|not listed|new-mexico|4278
Keoki Brewing Company|1|MultitapBar|not listed|not listed|wyoming|4282
Brouwerij De Cock|1|Brewpub-Closed|not listed|not listed|arizona|4285
Lotsolox Brewing Company|1|RegionalBrewery|not listed|not listed|nevada|4286
Newport Beach Brewing Company|1|Brewpub|not listed|not listed|utah|4288
Gem Of The Sea Brewing Co.|1|RegionalBrewery|not listed|not listed|virginia|4298
Belize Brewing Co., Ltd.|1|Contract|not listed|not listed|oregon|4302
Avesta Bryggeri|1|Mircobrewery|not listed|not listed|new-york|4304
Millingstorp Gårdsbryggeri AB|1|Microbrewery|not listed|not listed|arizona|4305
Brasserie Thiriez|1|MultitapBar|not listed|not listed|tennessee|4315
Six Rivers Brewery|1|Microbrewery-Closed|not listed|not listed|new-hampshire|4317
Barley Brothers Brewery & Grill|1|BOP-BrewOnPremise-Closed|not listed|not listed|california|4325
Oak Creek Brewery And Grill|1|RegionalBrewery|not listed|not listed|delaware|4326
The Wheat Beer Company|1|BOP-BrewOnPremise|not listed|not listed|illinois|4335
C.B. & Potts Restaurant & Brewery|1|Microbrewery|not listed|not listed|nebraska|4338
The Brewery at 34 Depot Street|1|Microbrewery|not listed|not listed|new-mexico|4341
Schlafly Bottleworks|1|BOP-BrewOnPremise-Closed|not listed|not listed|nevada|4358
Smuggler's Brewpub & Grille|1|Microbrewery|not listed|not listed|maryland|4359
Port Halling Brewing Company|1|MultitapBar|not listed|not listed|wisconsin|4372
Lapin Kulta|1|Mircobrewery|not listed|not listed|indiana|4374
Bushwakker Brewing Company|1|Contract|not listed|not listed|oregon|4375
Georgetown Brewing Company|1|Mircobrewery|not listed|not listed|minnesota|4378
Elysian Tangletown|1|Microbrewery|not listed|not listed|michigan|4379
Lightning Boy Brewery|1|Brewpub-Closed|not listed|not listed|west-virginia|4384
Kennedy School (McMenamins)|1|Contract|not listed|not listed|arkansas|4385
Wiibroes Bryggeri|1|Microbrewery|not listed|not listed|utah|4386
Baron Brewing|1|Microbrewery|not listed|not listed|missouri|4398
Brewery Creek Inn Restaurant & Brewery|1|ContractBrewery|not listed|not listed|alabama|4407
RJ Rockers Brewing Company|1|Brewpub|not listed|not listed|south-dakota|4408
Shyestnadtsat Tonn/Sixteen Tons|1|Contract|not listed|not listed|massachusetts|4409
Back Street Brewery|1|MultitapBar|not listed|not listed|south-carolina|4410
B.W. Beer Works USA|1|Mircobrewery|not listed|not listed|oklahoma|4412
John Smith's Limited|1|Mircobrewery|not listed|not listed|montana|4425
Hinterland Brewery Restaurant|1|Brewpub|not listed|not listed|vermont|4426
Lengthwise Brewing Company|1|Brewpub-Closed|not listed|not listed|alabama|4432
Cugino Brewing|1|Contract|not listed|not listed|maryland|4434
1st City Brewery and Grill|1|BOP-BrewOnPremise-Closed|not listed|not listed|montana|4437
Brauerei Rosengarten AG|1|Brewpub|not listed|not listed|hawaii|4440
Pivovarský D&#367;m|1|ContractBrewery-Closed|not listed|not listed|florida|4442
Prvni Novomestsky Restauracni Pivovar|1|Contract|not listed|not listed|minnesota|4443
Draught Microbrewery Bar & Grill|1|MultitapBar|not listed|not listed|louisiana|4452
Memminger Brauerei|1|Brewpub|not listed|not listed|south-carolina|4453
Brauerei Wieselburg (Brau Union)|1|Brewpub|not listed|not listed|ohio|4457
Rathaus Brauerei|1|Brewpub-Closed|not listed|not listed|oklahoma|4458
Brauerei Kapsreiter GmbH|1|Contract|not listed|not listed|florida|4459
Privatbrauerei Fritz Egger GmbH & Co|1|BOP-BrewOnPremise-Closed|not listed|not listed|california|4460
Schladminger Brau GmbH|1|ContractBrewery|not listed|not listed|nevada|4461
Branger Alm|1|Mircobrewery|not listed|not listed|new-mexico|4462
Brauerei Schloss Starkenberg|1|Mircobrewery|not listed|not listed|wyoming|4466
Brauerei Schwarzach Walter Seeber|1|Contract|not listed|not listed|west-virginia|4467
Vereinigte Kärntner Brauereien AG|1|Brewpub-Closed|not listed|not listed|kansas|4471
Die Weisse|1|MultitapBar|not listed|not listed|kentucky|4472
1516 Brewing Company|1|Brewpub-Closed|not listed|not listed|idaho|4473
Braucommune in Freistadt|1|Contract|not listed|not listed|nebraska|4475
Bräu Am Berg Starzinger KG / Brauerei Aspach|1|ContractBrewery|not listed|not listed|california|4476
Brauerei Göss (Brau Union)|1|ContractBrewery|not listed|not listed|connecticut|4477
Brauerei Puntigam (Brau Union)|1|MultitapBar|not listed|not listed|massachusetts|4478
St. Georgs Bräu GmbH|1|RegionalBrewery|not listed|not listed|arizona|4479
Vetter Alt Heidelberger Brauhaus|1|Brewpub-Closed|not listed|not listed|alaska|4490
Kraft Bräu - Blesius Garten|1|ContractBrewery|not listed|not listed|georgia|4494
B&O Station Brewery & Restaurant, The|1|Mircobrewery|not listed|not listed|alaska|4499
Brasserie Vanuxeem|1|RegionalBrewery|not listed|not listed|new-mexico|4500
Brasserie De Bouillon / Le Marché De Nathalie|1|BOP-BrewOnPremise|not listed|not listed|new-hampshire|4501
Harwell's Steakhouse & Brewery|1|ContractBrewery-Closed|not listed|not listed|maine|4508
Wellington's Backwater Brewing Co.|1|Mircobrewery|not listed|not listed|wisconsin|4509
Burgdorfer Gasthausbrauerei|1|Brewpub|not listed|not listed|michigan|4511
Little River Brewing Company|1|Brewpub|not listed|not listed|michigan|4529
McGuire's Irish Pub of Destin|1|Contract|not listed|not listed|maine|4552
Fürst Wallerstein Brauhaus|1|Brewpub-Closed|not listed|not listed|puerto-rico|4553
Tustin Brewing Company|1|Mircobrewery|not listed|not listed|idaho|4555
Altes Tramdepot|1|Brewpub|not listed|not listed|south-carolina|4558
Brasserie Augrenoise|1|BOP-BrewOnPremise|not listed|not listed|kentucky|4561
Crannóg Ales|1|RegionalBrewery|not listed|not listed|colorado|4568
Privatbrauerei Lauterbach|1|ContractBrewery-Closed|not listed|not listed|oregon|4597
Schlossbrauerei Grünbach|1|MultitapBar|not listed|not listed|new-jersey|4598
Orlando Brewing Partners|1|Brewpub-Closed|not listed|not listed|florida|4614
Quarryman Taverne & Brewery|1|Microbrewery-Closed|not listed|not listed|oregon|4629
Pumphouse Brewery|1|Brewpub-Closed|not listed|not listed|south-dakota|4632
Brasserie Artisanale De Rullés SPRL|1|Contract|not listed|not listed|arkansas|4663
Yarra Flats Brewery|1|Brewpub-Closed|not listed|not listed|north-dakota|4667
Jamieson Brewery|1|Contract|not listed|not listed|new-jersey|4668
Masthead Brewery|1|Mircobrewery|not listed|not listed|texas|4669
Oakbank Brewing|1|Microbrewery-Closed|not listed|not listed|tennessee|4670
Privatbrauerei M.C. Wieninger|1|ContractBrewery-Closed|not listed|not listed|pennsylvania|4680
Hofbräuhaus Newport|1|ContractBrewery-Closed|not listed|not listed|wyoming|4685
Hofbräuhaus München|1|Microbrewery-Closed|not listed|not listed|north-dakota|4686
Brouwerij Fisser NV|1|Brewpub-Closed|not listed|not listed|wyoming|4691
Brew Brothers Brewery|1|ContractBrewery-Closed|not listed|not listed|rhode-island|4696
P.H. Woods Restaurant & Brewery|1|Contract|not listed|not listed|new-york|4698
Yukon Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|florida|4701
Murphy's Wagon Wheel|1|ContractBrewery-Closed|not listed|not listed|new-jersey|4704
Jaipur Brewing Company|1|Microbrewery|not listed|not listed|washington|4705
Belle Isle Restaurant & Brewery|1|BOP-BrewOnPremise|not listed|not listed|hawaii|4706
Choc Beer Co. / Pete's Place|1|MultitapBar|not listed|not listed|michigan|4707
Angara Restaurant And Brewery|1|Brewpub|not listed|not listed|kentucky|4709
Ojai Brewpub|1|Mircobrewery|not listed|not listed|south-carolina|4711
Eder & Heylands Brauerei|1|Brewpub-Closed|not listed|not listed|kentucky|4713
Gulf Islands Brewing|1|MultitapBar|not listed|not listed|wyoming|4724
McMenamins Six Arms|1|RegionalBrewery|not listed|not listed|kansas|4732
Grand Lake Brewing Company|1|RegionalBrewery|not listed|not listed|washington|4738
Moffat Station Brewery|1|BOP-BrewOnPremise|not listed|not listed|montana|4739
Temecula Brewing Company|1|MultitapBar|not listed|not listed|pennsylvania|4740
Ukiah Brewing Co.|1|MultitapBar|not listed|not listed|north-carolina|4742
Viking Brewery - Vifilfell Ltd.|1|BOP-BrewOnPremise-Closed|not listed|not listed|oregon|4748
Castel-Sakartvelo|1|RegionalBrewery|not listed|not listed|minnesota|4766
Coast Brewing Company|1|ContractBrewery|not listed|not listed|alabama|4774
3 Ravens Brewing|1|Brewpub|not listed|not listed|oregon|4778
Abashiri, K.K.|1|Microbrewery-Closed|not listed|not listed|indiana|4785
Brauerei Frastanz|1|ContractBrewery-Closed|not listed|not listed|virginia|4787
Brauhaus Simon Strasser|1|BOP-BrewOnPremise|not listed|not listed|north-dakota|4788
Copper Dragon Brewery|1|Microbrewery|not listed|not listed|oregon|4808
Photos Photiades Breweries|1|Brewpub-Closed|not listed|not listed|indiana|4828
Triumph Brewing Company|1|Microbrewery-Closed|not listed|not listed|rhode-island|4832
Courthouse Pub, The|1|ContractBrewery-Closed|not listed|not listed|oklahoma|4834
Thirsty Pagan Brewing|1|BOP-BrewOnPremise-Closed|not listed|not listed|georgia|4835
Brasserie Le Gambrinus|1|Microbrewery|not listed|not listed|new-york|4837
Brasserie Des Gabariers (L&L Cognac SA)|1|ContractBrewery|not listed|not listed|connecticut|4847
McMenamins Dad Watson's|1|Contract|not listed|not listed|north-dakota|4850
Tinkoff's Brewery Restaurant|1|Brewpub-Closed|not listed|not listed|florida|4853
Rocky Run Tap And Grill|1|Brewpub-Closed|not listed|not listed|connecticut|4860
King Arthur's Steakhouse And Brewery|1|Microbrewery|not listed|not listed|idaho|4862
Speight's Brewery|1|ContractBrewery|not listed|not listed|idaho|4865
Deep Creek Brewing Company|1|Microbrewery|not listed|not listed|arizona|4871
Feather River Brewing Co|1|Contract|not listed|not listed|maine|4873
Privatbrauerei Schwelm|1|Brewpub-Closed|not listed|not listed|california|4884
Elland Brewery|1|ContractBrewery-Closed|not listed|not listed|alabama|4887
Dent Brewery|1|ContractBrewery-Closed|not listed|not listed|alaska|4888
McMullen & Sons, Ltd.|1|BOP-BrewOnPremise|not listed|not listed|hawaii|4889
Hyouko Yashiki No Mori Brewery|1|MultitapBar|not listed|not listed|idaho|4893
Jaxon's Restaurant and Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|louisiana|4897
Cheriton Brewery|1|Mircobrewery|not listed|not listed|pennsylvania|4898
Gasthaus & Gosebrauerei Bayerischer Bahnhof|1|BOP-BrewOnPremise-Closed|not listed|not listed|utah|4909
Pyatiy Okean|1|Microbrewery-Closed|not listed|not listed|nevada|4914
Pivovariya Ivana Taranova|1|Mircobrewery|not listed|not listed|nebraska|4920
Day Brewing Company|1|ContractBrewery|not listed|not listed|puerto-rico|4922
Arsentich|1|Microbrewery-Closed|not listed|not listed|washington-dc|4924
Liberty Steakhouse Brewery|1|Brewpub-Closed|not listed|not listed|kansas|4927
Liberty Steakhouse Brewery|1|MultitapBar|not listed|not listed|maine|4929
Santa Maria Brewing Co.|1|Mircobrewery|not listed|not listed|iowa|4932
Beermann's Beerwerks|1|Microbrewery-Closed|not listed|not listed|connecticut|4933
Pivzavod AO Rosar|1|Microbrewery-Closed|not listed|not listed|colorado|4934
Pivzavod Votkinsk|1|Microbrewery|not listed|not listed|louisiana|4935
Krasniy Vostok|1|Brewpub-Closed|not listed|not listed|new-jersey|4936
Durdin (Len)|1|Brewpub|not listed|not listed|vermont|4937
Pivzavod AO Yantar|1|Brewpub-Closed|not listed|not listed|montana|4938
Damm S. A.|1|Contract|not listed|not listed|new-hampshire|4949
Devil's Canyon Brewing Company|1|ContractBrewery-Closed|not listed|not listed|new-jersey|4950
Palos De Moguer - 82|1|MultitapBar|not listed|not listed|arizona|4955
Cervunion|1|Microbrewery|not listed|not listed|montana|4957
Kumazawa Brewing Co. / Shonan Beer and Trattoria Mokichi|1|Mircobrewery|not listed|not listed|missouri|4972
Kamakura Beer Brewing Company|1|RegionalBrewery|not listed|not listed|washington-dc|4973
Sekinoichi-shuzou, Iwate-kura Brewery|1|Microbrewery-Closed|not listed|not listed|michigan|4974
Sailfish Bar & Grill / Twin Rivers Brewing Co.|1|Brewpub|not listed|not listed|new-jersey|4977
Ram Restaurant & Brewery|1|Brewpub-Closed|not listed|not listed|georgia|4978
Engine House No.9|1|ContractBrewery-Closed|not listed|not listed|ohio|4980
Pacific Crest Brewing Company & Tap Room|1|BOP-BrewOnPremise|not listed|not listed|virginia|4982
Walking Man Brewing Co.|1|Mircobrewery|not listed|not listed|idaho|4983
Brouwerij Slaapmutske|1|Microbrewery|not listed|not listed|michigan|4992
James Squire Brewhouse / Portland Hotel|1|ContractBrewery-Closed|not listed|not listed|idaho|5000
Brasserie d'Annaba|1|Microbrewery-Closed|not listed|not listed|louisiana|5003
Brasserie d'Oran|1|ContractBrewery-Closed|not listed|not listed|maine|5006
Brasserie d'Algiers|1|BOP-BrewOnPremise-Closed|not listed|not listed|nevada|5007
Brasserie de Skida|1|MultitapBar|not listed|not listed|illinois|5008
Buller Brewing Co.|1|Contract|not listed|not listed|north-dakota|5010
Cervecería Schneider|1|ContractBrewery|not listed|not listed|puerto-rico|5014
Fábrica de Cerveza Artesanal Viejo Munich|1|RegionalBrewery|not listed|not listed|arkansas|5018
Nasu Kogen Beer Co. Ltd.|1|Mircobrewery|not listed|not listed|minnesota|5040
Uehara Shuzou Co. Ltd. / Echigo Beer Pub|1|BOP-BrewOnPremise|not listed|not listed|tennessee|5046
Minamishinsyu Brewery|1|Brewpub|not listed|not listed|hawaii|5047
Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant|1|RegionalBrewery|not listed|not listed|washington|5048
Bath Ales Ltd|1|BOP-BrewOnPremise|not listed|not listed|nevada|5049
Everards Brewery Ltd.|1|RegionalBrewery|not listed|not listed|puerto-rico|5050
Linden Brauerei GmbH|1|Microbrewery-Closed|not listed|not listed|new-hampshire|5051
Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery|1|Brewpub-Closed|not listed|not listed|kentucky|5055
Boat Brewery / The Boat|1|ContractBrewery-Closed|not listed|not listed|new-york|5056
Rooster's Brewing Company Ltd.|1|Brewpub|not listed|not listed|california|5058
Pictish Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|nebraska|5059
Padre Island Brewing Company|1|Mircobrewery|not listed|not listed|california|5060
Meantime Brewing Company Limited|1|MultitapBar|not listed|not listed|delaware|5062
Hausbrauerei Feierling|1|MultitapBar|not listed|not listed|west-virginia|5066
Steamworks Brewing Co.|1|BOP-BrewOnPremise|not listed|not listed|oklahoma|5074
Big Horse Brew Pub / Horse Feathers & Co.|1|Microbrewery-Closed|not listed|not listed|new-hampshire|5076
Barley Brown's Brewpub|1|Contract|not listed|not listed|new-york|5077
Roel Brewery|1|Microbrewery|not listed|not listed|georgia|5083
Pivo-Agro|1|MultitapBar|not listed|not listed|north-carolina|5085
Browar Grybów|1|BOP-BrewOnPremise-Closed|not listed|not listed|rhode-island|5089
Naturbier|1|Microbrewery-Closed|not listed|not listed|new-york|5095
Gilroy's Brewery|1|RegionalBrewery|not listed|not listed|indiana|5099
La Casa De La Cerveza|1|RegionalBrewery|not listed|not listed|oklahoma|5106
Pig's Eye Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|tennessee|5107
Niigata Beer Co.|1|Brewpub-Closed|not listed|not listed|montana|5108
Wind Valley Brewery / Rakuno Okoku Kabushiki Kaisha Brewery|1|BOP-BrewOnPremise-Closed|not listed|not listed|new-mexico|5109
Ishigakijima Dachsbrauhaus|1|Brewpub|not listed|not listed|wyoming|5111
Steelhead Brewing Co.|1|Contract|not listed|not listed|alaska|5115
Founders Restaurant & Brewing Co.|1|Microbrewery-Closed|not listed|not listed|california|5117
Frog Island Brewery|1|Contract|not listed|not listed|indiana|5128
Arkell's Brewery Limited|1|MultitapBar|not listed|not listed|louisiana|5129
Merrimans Brewery ( Turnover Developments Ltd)|1|Brewpub-Closed|not listed|not listed|louisiana|5130
Sierra Madre Brewery|1|MultitapBar|not listed|not listed|colorado|5134
Randy's Fun Hunters Brewery|1|Brewpub-Closed|not listed|not listed|kentucky|5137
Brauerei Gebrüder Röhrl|1|BOP-BrewOnPremise|not listed|not listed|georgia|5138
Altöttinger Hell-Bräu GmbH|1|MultitapBar|not listed|not listed|wyoming|5139
Holzkirchner Oberbräu|1|Contract|not listed|not listed|north-dakota|5140
Brauerei Ustersbach|1|RegionalBrewery|not listed|not listed|new-jersey|5141
Oettinger Brauerei|1|Mircobrewery|not listed|not listed|minnesota|5142
Stoddard's|1|Microbrewery|not listed|not listed|alabama|5145
Steelhead Brewing Co.-Fisherman's Wharf|1|ContractBrewery-Closed|not listed|not listed|north-carolina|5146
Domhof Hausbrauerei|1|ContractBrewery|not listed|not listed|washington|5153
Woinemer Hausbrauerei|1|Mircobrewery|not listed|not listed|ohio|5155
Brauerei Schwechat (Brau Union)|1|Microbrewery-Closed|not listed|not listed|new-mexico|5159
Mauldons|1|Contract|not listed|not listed|arkansas|5164
Gasthaus-Brauerei Leuchtturm|1|BOP-BrewOnPremise|not listed|not listed|texas|5168
Durham Brewery Ltd|1|Brewpub|not listed|not listed|puerto-rico|5171
Goose Eye Brewery|1|BOP-BrewOnPremise|not listed|not listed|washington-dc|5172
Brasserie Du Brabant|1|BOP-BrewOnPremise-Closed|not listed|not listed|new-hampshire|5187
Emmett's Brewing Company|1|Brewpub-Closed|not listed|not listed|vermont|5188
Govnor's Public House Restaurant And Brewery|1|Brewpub-Closed|not listed|not listed|minnesota|5190
Ram Restaurant & Brewery|1|Contract|not listed|not listed|utah|5191
Anglo Dutch Brewery|1|Mircobrewery|not listed|not listed|alabama|5203
Castle Rock Brewery|1|Mircobrewery|not listed|not listed|new-york|5204
Café-Brouwerij Loterbol|1|Mircobrewery|not listed|not listed|alabama|5221
Cannon Brew Pub|1|Microbrewery|not listed|not listed|maryland|5246
Humes Brewing Company|1|Contract|not listed|not listed|hawaii|5267
Front Street Brewery|1|ContractBrewery-Closed|not listed|not listed|puerto-rico|5275
San Andreas Brewing / Earthquake Country Pub|1|ContractBrewery-Closed|not listed|not listed|arizona|5276
Sacramento Alehouse (Pyramid Breweries)|1|MultitapBar|not listed|not listed|missouri|5278
Cherryland Brewing, LTD.|1|Brewpub|not listed|not listed|louisiana|5287
Harar Beer Factory|1|MultitapBar|not listed|not listed|delaware|5313
Full Sail Brewery & Tasting Room & Pub|1|ContractBrewery|not listed|not listed|maine|5316
Full Sail Brewery at Riverplace / The Pilsner Room|1|ContractBrewery-Closed|not listed|not listed|wisconsin|5317
Port Brewing Company / Pizza Port|1|MultitapBar|not listed|not listed|colorado|5318
Cornelius Pass Roadhouse & Imbrie Hall (McMenamins)|1|Brewpub|not listed|not listed|new-hampshire|5319
McMenamins Olympic Club|1|Microbrewery-Closed|not listed|not listed|kentucky|5320
Thompson Brewery & Public House (McMenamins)|1|ContractBrewery-Closed|not listed|not listed|hawaii|5325
Lighthouse Brewpub (McMenamins)|1|MultitapBar|not listed|not listed|arizona|5327
Fulton Pub & Brewery (McMenamins)|1|ContractBrewery|not listed|not listed|connecticut|5329
Highland Pub & Brewery (McMenamins)|1|Brewpub-Closed|not listed|not listed|minnesota|5330
Hillsdale Brewery & Public House (McMenamins)|1|ContractBrewery|not listed|not listed|montana|5331
Cervejaria Cintra|1|Mircobrewery|not listed|not listed|california|5338
Cerveceria Argentina S.A. Isenbeck|1|Brewpub-Closed|not listed|not listed|california|5339
Cerveceria Nacional, C.A.|1|BOP-BrewOnPremise-Closed|not listed|not listed|tennessee|5340
Cervecería Austral S.A.|1|Microbrewery-Closed|not listed|not listed|nebraska|5345
Gersakh Brewery / Penguin|1|Brewpub|not listed|not listed|idaho|5352
Fabbrica Birra Busalla|1|ContractBrewery-Closed|not listed|not listed|idaho|5366
Cervezas Nacionales|1|Microbrewery|not listed|not listed|new-jersey|5367
Carlsberg Sverige|1|Microbrewery-Closed|not listed|not listed|maine|5368
Turoni's Pizzery & Brewery|1|Brewpub-Closed|not listed|not listed|oklahoma|5370
Hermann Brewing Company|1|MultitapBar|not listed|not listed|wyoming|5371
Little Yeoman Brewing Company (DUPLICATE)|1|BOP-BrewOnPremise|not listed|not listed|kentucky|5379
Yantar Brewery|1|ContractBrewery-Closed|not listed|not listed|illinois|5381
Carlyle Brewing Company|1|RegionalBrewery|not listed|not listed|california|5392
Duneland|1|BOP-BrewOnPremise|not listed|not listed|west-virginia|5393
Bugsy's Sports Bar & Brown Street Brewery|1|RegionalBrewery|not listed|not listed|nebraska|5394
Hops Haven Brew Haus|1|MultitapBar|not listed|not listed|alaska|5395
Hogshead Brew Pub|1|MultitapBar|not listed|not listed|puerto-rico|5406
Valley Brewing Company|1|ContractBrewery-Closed|not listed|not listed|washington-dc|5411
Irkutskpisheprom|1|BOP-BrewOnPremise-Closed|not listed|not listed|nebraska|5419
Klinskiy Pivokombinat|1|Microbrewery|not listed|not listed|california|5420
Pivobezalkogolniy Zavod Severskovo Pischekombinata|1|BOP-BrewOnPremise-Closed|not listed|not listed|missouri|5422
Solodov-Pivo Co.|1|Microbrewery-Closed|not listed|not listed|iowa|5423
Sibirskoye Pivo|1|Contract|not listed|not listed|kansas|5424
Moskvoretskiy Pivovarinniy Zavod (CEBCO)|1|Contract|not listed|not listed|michigan|5425
Tomskoye Pivo / U Krugera|1|Microbrewery|not listed|not listed|alabama|5426
Pivovarinaya Kompaniya Utes|1|Brewpub-Closed|not listed|not listed|west-virginia|5427
Severnaya Zvezda|1|Microbrewery-Closed|not listed|not listed|georgia|5428
Kolos OAO/ Ledyanoy Stakanchik|1|BOP-BrewOnPremise-Closed|not listed|not listed|montana|5430
Pikra, Inc.|1|Contract|not listed|not listed|massachusetts|5431
Pivovariye Syem Kholmov|1|ContractBrewery-Closed|not listed|not listed|colorado|5432
Promfintorg M Company|1|Microbrewery-Closed|not listed|not listed|louisiana|5433
Kaluzhskaya Pivovarennaya Kompaniya|1|BOP-BrewOnPremise|not listed|not listed|alabama|5434
Ram Restaurant & Brewery|1|BOP-BrewOnPremise-Closed|not listed|not listed|arizona|5439
"Pivzavod Kemerovo ""Pikem"""|1|Brewpub|not listed|not listed|kentucky|5440
Brass Restaurant & Brewery|1|ContractBrewery-Closed|not listed|not listed|new-mexico|5441
Bent River Brewing Company|1|ContractBrewery|not listed|not listed|indiana|5443
Jilin Yinpu Brewery|1|ContractBrewery-Closed|not listed|not listed|louisiana|5456
Columbia Brewery|1|RegionalBrewery|not listed|not listed|pennsylvania|5468
Power Plant Restaurant & Brewery, The|1|Microbrewery|not listed|not listed|iowa|5469
Groupe Geloso|1|BOP-BrewOnPremise|not listed|not listed|puerto-rico|5470
Big Bear Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|massachusetts|5489
Pivoindustriye Primorye (CEBCO)|1|Microbrewery|not listed|not listed|missouri|5490
Łódzkie Browary S.A.|1|MultitapBar|not listed|not listed|pennsylvania|5498
C.J.'s Brewing Company|1|Brewpub|not listed|not listed|illinois|5499
Black Forest Brew Haus & Grill|1|Microbrewery|not listed|not listed|washington-dc|5500
Old Boys Brew House|1|Brewpub-Closed|not listed|not listed|wyoming|5501
Browar Amber|1|Mircobrewery|not listed|not listed|north-carolina|5502
Browar Belgia|1|ContractBrewery|not listed|not listed|georgia|5503
BOSS Browar Witnica S.A.|1|RegionalBrewery|not listed|not listed|colorado|5504
Browary Górno&#347;l&#261;skie S.A. W Zabrzu|1|ContractBrewery|not listed|not listed|nevada|5506
Kasztelan Browar Sierpc S.A. (Carlsberg)|1|ContractBrewery-Closed|not listed|not listed|new-jersey|5507
Browar Jab&#322;onowo S.C.|1|Mircobrewery|not listed|not listed|wyoming|5508
Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.|1|ContractBrewery-Closed|not listed|not listed|hawaii|5509
Browar Kiper|1|MultitapBar|not listed|not listed|wyoming|5510
Browar Krajan|1|RegionalBrewery|not listed|not listed|california|5512
Browar Staropolski|1|Mircobrewery|not listed|not listed|vermont|5514
Browar Zwierzyniec - ZP W Lublinie S.A.|1|MultitapBar|not listed|not listed|pennsylvania|5516
Browary Bydgoskie Sp. Z O.o. (Brau Union Polska)|1|BOP-BrewOnPremise-Closed|not listed|not listed|delaware|5517
Ma&#322;opolski Browar Strzelec|1|Brewpub-Closed|not listed|not listed|colorado|5518
Vetter Alt Heidelberger Brauhaus Neuenheim|1|Mircobrewery|not listed|not listed|pennsylvania|5562
Kulturbrauerei Heidelberg|1|Brewpub|not listed|not listed|puerto-rico|5564
The Old Mill Brewery Ltd.|1|Microbrewery|not listed|not listed|arkansas|5575
SBC Restaurant & Brewery - Stamford|1|BOP-BrewOnPremise|not listed|not listed|delaware|5578
Kaiser Bräu GmbH & Co KG|1|Brewpub-Closed|not listed|not listed|washington-dc|5581
Detroit Brew Factory|1|BOP-BrewOnPremise-Closed|not listed|not listed|massachusetts|5598
Brasserie Phylosophale|1|Brewpub|not listed|not listed|texas|5600
